Name,MetadataID,ResourceIdentifier,Summary,OrganisationName,Information_owner_organization,ContactMailAddress,date
NVDB - Farthinder,LvFeature4000026,94f3f266-09e3-493b-854c-0b179e3101d6,Punktgeometri som beskriver farthinder. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län,Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
NVDB - Korsning,LvFeature4000022,0bc2b2c7-8325-4cca-909e-9dff705a3ee4,Nodutbredning,Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
NVDB - Gatunamn,LvFeature4000020,98537a4e-6523-4abd-b55c-b87b2b9e99d8,Linjegeometri som representerar gatunamn. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län,Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
NVDB - GCM-passage,LvFeature4000027,f39cd9ee-c78e-4de9-9420-ddcddf331b1d,Geometri,Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
SBK Registerkarta - Tomtnummer,f8c5e7e8-a792-4bd4-915d-873ef3feaba9,d04156a2-49f7-47ca-9acd-1bbc50ebfd17,"Registerkarta - Tomtnummer bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450130, TomtUndertyper10, Tomt, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Vägnät,LvFunction1,595a2dd0-b0dd-47d6-a953-fd75b9fd31c1,"Geometri som representerar vägars utbredning baserat på svensk standard SS637004 för vägnätsanknytning. Vägnätstypen beskrivs med attributet TRAFFIC_TYPES som är en bitmask där: 1=bilnät, 2=cykelnät, 4=färjeled, 8=gångnät. Indelningen hierarkisk och beskriver väganläggningens design och inte vad som faktiskt gäller juridiskt. De juridiska egenskaperna beskrivs i de Lokala trafikföreskrifterna (LTF). Med hierarkisk indelning menas att Bilvägnätet är överst. Här är design primärt biltrafik, men det kan förkomma både gång och cykel. Därefter följer Cykelvägnät. Här är design primärt cykel, men gång kan förekomma. Dock inte biltrafik. Gångnätet är designat endast för gångtrafik. Det kan ibland vara problem med nedladdning av hela vägnätet då det är mycket data som ska processas (hela Stockholms län). Använd då nerladdningstjänsten TK statisk Shapefil som innehåller fil för-Bilvägnät-Cykelvägnät-Gångnät",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Värmepumpar - Borrhålsplacering,ecdcafdb-40e4-4a49-a3cb-104144bde6e3,a589a6e0-397b-4fd4-9887-21a33017cd48,Borrhålsplacering från ansökningar av värmepump. Karttjänst synlig från skala 1:30 000. Data uppdateras löpande.,Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljoforvaltningen@stockholm.se,2023-06-12
SBK Tätortskarta - GC förbindelse,495bb601-b397-4095-a69b-1b1e29154dba,b283887b-7e52-42ee-bd96-aa6d7c3fe14f,"Tätortskarta - GC förbindelse bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :451540, Gång- och cykelvägsförbindelseUndertyper10, Gång- och cykelväg, modifierbar, aktiv20, Gångväg, modifierbar, aktiv30, Cykelväg, modifierbar, aktiv40, Vandringsled, modifierbar, aktiv50, Stig, modifierbar, aktiv60, Cykelled, modifierbar, aktiv451600, Gång- och cykelvägsnamnUndertyper10, Gång-cykelvägsnamn, modifierbar, aktiv20, Gångvägsnamn, modifierbar, aktiv30, Cykelvägsnamn, modifierbar, aktiv40, Vandringsledsnamn, modifierbar, aktiv50, Stignamn, modifierbar, aktiv60, Cykelledsnamn, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Registerkarta - Rättigheter,4fc0bb69-46bc-43f7-8e34-e2de2d014f99,891778e3-dcf1-4c15-a652-f8a07359c996,"Registerkarta - Rättigheter bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450050, RättighetUndertyper10, Officialservitut, modifierbar20, Avtalsservitut, modifierbar30, Officialnyttjanderätt, modifierbar40, Avtalsnyttjanderätt, modifierbar50, Ledningsrätt, modifierbar60, Vägrätt, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Registerenhet,79673d18-d6d6-4abf-9999-2bf2d7a90df8,1be8a36e-4045-48c2-8f34-e04520ba3e1d,"Stadskarta - Registerenhet bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :450040, EnhetsområdeUndertyper10, Fastighetsområde, modifierbar, aktiv20, Fastighetsutrymme, modifierbar, aktiv30, Bihang C, modifierbar, aktiv40, Samfällighet, modifierbar, aktiv50, Ägarlägenhetsutrymme, modifierbar, aktiv450020, RegisterenhetUndertyper10, Fastighet, modifierbar, aktiv20, Samfällighet, modifierbar, aktiv30, 3D-fastighet, modifierbar, aktiv40, Bihang C, modifierbar, aktiv50, Ägarlägenhet, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Övriga anläggningar,6edc5518-fac5-493c-bc6c-f6e7b1d9b992,5ed07278-564f-4344-99e8-22b29f2b9b1a,"Stadskarta - Övriga anläggningar bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :450660, Övrig anläggningUndertyper10, Ospec. anläggning, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Servicebostad LSS (ur Hitta Service API),7409048d-0eee-4747-9977-0af14faf4a89,872bdad2-1d72-469c-854c-ba666aad292e,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
Lekplats (ur Hitta Service API),80b1349a-fa98-4e9e-a08d-d922420bcf79,5a7d81bb-98d3-4e19-98a0-c57b211359cc,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Sfi (ur Hitta Service API),e7c6dd54-2209-4242-aef7-dba9918ee18f,068eabb3-557a-44ba-a42e-c51b165f3aad,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Parkeringsdata - Specialparkering för rörelsehindrade,LTFRprorelsehindrad,77d3fc12-41e6-4d2f-be69-8a738955d047,"Föreskrift som anger var endast rörelsehindrade förare med särskilt tillstånd får parkera. För andra fordon gäller parkering förbjuden. Enbart på det kommunala vägnätet. Verksamhet Juridik & Parkering, Tillståndsavdelningen, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Varningssignal,LvFeature5630047,d95ab9dd-f395-43be-9b28-4a151efcbe48,"Akustisk enhet för att varna i en trafiksignalanläggning. Verksamhet Trafikplanering, Teknik, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Komvux gymnasial (ur Hitta Service API),0c8b4412-1442-413f-a0d6-a41f68b44255,282d7907-2d14-4395-833a-4fb485ae5470,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Gymnasiesärskola (ur Hitta Service API),8737af36-7bc5-4bb5-8bfd-3b1895c612aa,a3e9b1ee-5307-4674-8b78-8149c017f652,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Anhörigstöd (ur Hitta Service API),195fdb32-08ce-449f-84fd-d5dd72dd8d30,4ac541b1-86f2-4f77-8934-cdb8ebdf78fd,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Parkour (ur Hitta Service API),c0463ce8-ce77-4e04-a4b1-51e76a866e41,96ec5108-bb44-43c9-be94-6bebbff36d9d,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Skapat från Dataset: Verksamhetsdata 20190701 01 Test,c83d2bf0-8a74-49c1-a689-a4a0e108252e,8f7a6a30-fad8-4dae-a5ac-2977f7ec6348,Test Ange beskrivining,---,---,---,2023-06-12
SMHIs portal för öppna data,d1fdb53e-0aae-4e1d-b864-e5a36657276f,---,Detta är en extern söktjänst för SMHIs öppna data,---,---,---,nan
Miljödataportalen,f32764fc-82e3-446a-88f9-1d50e4134425,---,Miljödataportalen - Detta är en extern söktjänst,---,---,---,nan
NVDB - Vägtrafiknät,LvFeature4000088,b1d407fd-f118-43dd-a999-1c46347a14dc,"Geometri som representerar data om huvudsakligt användningssätt som nätkomponent är ämnad för på vägsträcka. Vägtrafiknät är en märkning av vägsträckor där en vägsträcka kan vara bilnät, cykelnät eller gångnät (för de kommuner som laddat gångnät). Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms länDet kan ibland vara problem med nedladdning av hela linjenätet för NVDB_vägtrafiknät då det är mycket data som ska processas (hela Stockholms län). Använd då nerladdningstjänsten TK statisk Shapefil",Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
Parkeringsdata - Ändamålsplats,LTFRlastzon,3bf238a9-351a-4e7c-bba0-1ccd61bc04f1,"Innehåller alla typer av ändamålsplatser som t ex: lastplats, tidsbegränsad lastplats, taxiplats, skolskjutsplats, etc. Huvuddelen av lastplatserna är tidsbegränsade. Populär benämning är lastzon. Enbart på det kommunala vägnätet. Verksamhet Juridik & Parkering, Tillståndsavdelningen, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
SBK Tätortskarta - övriga data,17d08e55-7981-47ce-a4d4-f3bc4e6f5d92,eb2075f1-3544-4af7-a3ff-1996116a01c9,"Tätortskarta - övriga data bestod av följande undertyper (subtyper) vid informationsklassningen 2020:451550, KvalitetsområdeUndertyper10, Kvalitetsområde, modifierbar, aktiv451774, MaskningsytaUndertyper10, Maskningsyta, modifierbar, aktiv453400, KSL ajourföring tätortskartaUndertyper10, Byggnad, modifierbar, aktiv20, Markanvändning, modifierbar, aktiv30, Anläggningsområde, modifierbar, aktiv40, Administrativ gräns, modifierbar, aktiv50, Infrastruktur, modifierbar, aktiv70, Övrig symbol, modifierbar, aktiv80, Övrig upplysningstext, modifierbar, aktivFörljande objekttyper verkar finnas i flera produktklasser:Trafikanläggningar (finns redan under Anläggningar)Idrottsanläggningar (finns redan i Anläggningar)Övriga anläggningar (finns redan i Anläggningar)Stadsdelar (finns redan i Administrativ indelning)",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Tätortskarta - Natur,d1891f42-222a-4abe-a68a-c108dd15a52e,31890355-8ee0-47c0-84f4-58977d5f238b,"Tätortskarta - Natur bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :450900, SjöUndertyper10, Sjö, modifierbar, aktiv20, Strand, modifierbar, aktiv450910, SankmarkUndertyper10, Sankmark svår, modifierbar, aktiv20, Sankmark normal, modifierbar, aktiv450920, VattendragUndertyper10, Bäck, modifierbar, aktiv20, Dike, modifierbar, aktiv30, Å, modifierbar, aktiv40, Älv, modifierbar, aktiv50, Kanal, modifierbar, aktiv450930, NaturmarkUndertyper10, Park, modifierbar, aktiv20, Grönområde, modifierbar, aktiv30, Skogsmark, modifierbar, aktiv40, Jordbruksmark, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Infrastruktur knutpunkter,74a786fc-8661-4ac5-ae1f-77cc15100297,fe609404-229d-48bf-90a6-58c9f007107e,"Stadskarta - Infrastruktur knutpunkter bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :451620, Trafikplats10, Trafikplats, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Samlingslokal och mötesplats (ur Hitta Service API),2fbde2c1-0122-49be-9af0-e9d3904543a3,681f0e97-0386-4b03-908d-ae9dcd725455,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Familjerådgivning (ur Hitta Service API),9c3a6a51-cd4b-4e39-b11d-a210db56f3ed,457d3c9f-7d1b-4437-a9e2-ac699ce76a40,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
Öppen förskola (ur Hitta Service API),c5ec88d3-6636-4f9f-a27c-79c3754d0c60,083bd281-5761-4e7b-8be6-eef10d40bf00,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Komvux (ur Hitta Service API),5dbaf937-5ab9-447d-97cf-5d50840418a3,0978e0b2-b621-4ed0-a954-b0db6f0a10af,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
SBK Tätortskarta - Infrastruktur utbredning,ac44d3d7-9398-4976-9641-7f85eb36b0e7,9a0e4fa3-3ea1-4d9c-82b4-8830ee851baf,"Tätortskarta - infrastruktur utbredning bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :450610, MarkanläggningUndertyper10, Bank/Skärning, modifierbar, aktiv20, Slänt, modifierbar, aktiv30, Stödmur, modifierbar, aktiv40, Grind, modifierbar, aktiv50, Mur, modifierbar, aktiv60, Staket, modifierbar, aktiv70, Stenmur, modifierbar, aktiv80, Grusplan, modifierbar, aktiv90, Gräsplan, modifierbar, aktiv100, Asfaltplan, modifierbar, aktiv110, Torg, modifierbar, aktiv120, Begravningsplats, modifierbar, aktiv130, Djurpark, modifierbar, aktiv140, Nöjesanläggning, modifierbar, aktiv150, Bullerskydd, modifierbar, aktiv450620, TrafikanläggningUndertyper10, Navföljare, modifierbar, aktiv20, Perrong, modifierbar, aktiv30, Spårdepå, modifierbar, aktiv40, Parkering, modifierbar, aktiv50, Bro, modifierbar, aktiv60, Tunnel, modifierbar, aktiv70, Viadukt, modifierbar, aktiv80, Trappa, modifierbar, aktiv90, Båtuppläggningsplats, modifierbar, aktiv100, Flygbana, modifierbar, aktiv110, Broillustration, modifierbar, aktiv451300, VägutbredningUndertyper10, Vägillustration, modifierbar, aktiv20, Parkvägsutbredning, modifierbar, aktiv30, Parkvägsutbredning i kvarter, modifierbar, aktiv40, Genomfartsutbredning, modifierbar, aktiv50, Motorvägsutbredning, modifierbar, aktiv60, Småvägsutbredning, modifierbar, aktiv70, Vägutbredning, modifierbar, aktiv80, Vägutbredning i tunnel, modifierbar, aktiv90, Vägutbredning i kvarter, modifierbar, aktiv100, Gångvägsutbredning, modifierbar, aktiv110, Gågatautbredning, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-12
SBK Registerkarta - Staddel och distrikt,85209baa-93da-4921-bbd2-d453c325663c,833dfd36-a07a-4a8f-876f-066c0d1ca776,"Registerkarta - Stadsdel och distrikt bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450010, GränslinjeUndertyper10, Riksgräns, modifierbar20, Territorialgräns, modifierbar30, Län, modifierbar40, Kommungräns, modifierbar50, Stadsdelsgräns, modifierbar60, Stadsdel och distrikt, modifierbar70, Distriktsgräns, modifierbar80, Kvartersnamnsgräns, modifierbar90, Kvarterstraktgräns, modifierbar100, Stadsdelsnämndsområde, modifierbar110, Traktgräns, modifierbar120, Kvartersonamnsgräns, modifierbar140, Fastighetsområdesgräns, modifierbar150, Fastighetsutrymmesgräns, modifierbar160, Kommungräns enligt JB 1:5, modifierbar170, Länsgräns enligt JB 1:5, modifierbar180, Stadsdelsgräns enligt JB 1:5, modifierbar190, Traktgräns enligt JB 1:5, modifierbar200, Fastighetsområdesgräns enligt JB 1:5, modifierbar210, Stadsdel+distriktsgräns enligt JB 1:5, modifierbar220, Tomtgräns, modifierbar230, Ägarlägenhetsutrymmesgräns, modifierbar270, Församlingsgräns (utgått 2016), modifierbar450160, DistriktUndertyper10, Distrikt, modifierbar20, Församling (utgått 2016), modifierbar450180, StadsdelUndertyper10, Stadsdel, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Skräpkorg,LvFeature12231106,5904d383-a20c-47bd-a1b5-4ca0b37e681b,Punktgeometri som visar utbredningen av skräpkorgar inom Stockholms kommun.,Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
SBK Registerkarta - Ytor,d31c98ef-248a-418f-823f-1ab3b95d0141,4e68c374-2b8e-4b9b-a4d2-9e30a2a3389e,"Registerkarta - Ytor bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450040, EnhetsområdeUndertyper10, Fastighetsområde, modifierbar20, Fastighetsutrymme, modifierbar30, Bihang C, modifierbar40, Samfällighet, modifierbar50, Ägarlägenhetsutrymme, modifierbar450150, KommunUndertyper10, Kommun, modifierbar450180, StadsdelUndertyper10, Stadsdel, modifierbar450210, KvarterUndertyper10, Kvarter enl detaljplan, modifierbar20, Kvarter enl detaljplan-ej namnsatt, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Teknikanläggningar,4e34c470-dd9e-4e25-9c46-29d14a683214,fb39c04f-507b-4a64-8975-b3574e6afe6a,"Stadskarta - Teknikanläggningar bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :450600, TeknikanläggningUndertyper10, Belysningsmast, modifierbar, aktiv20, Belysningsstolpe, modifierbar, aktiv30, Elskåp, modifierbar, aktiv40, Eluttag, modifierbar, aktiv50, Telemast, modifierbar, aktiv60, Teleuttag, modifierbar, aktiv70, Transformator, modifierbar, aktiv80, Mobiltelemast, modifierbar, aktiv90, Bassäng, modifierbar, aktiv100, Brunn, modifierbar, aktiv110, Dusch, modifierbar, aktiv120, Nedstigningsbrunn, modifierbar, aktiv130, Högspänningsfundament, modifierbar, aktiv140, Högspänningsstolpe, modifierbar, aktiv150, Skidliftsfundament, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Hamnanläggningar,b051f434-9a0e-461b-a071-4fbd5e5177e5,11901a6d-3366-43b1-b43e-559e9b342055,"Stadskarta - Hamnanläggningar bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :Hamnanläggning10, Kaj, modifierbar, aktiv20, Kajplatsnummer, modifierbar, aktiv30, Kajsektion, modifierbar, aktiv40, Fender, modifierbar, aktiv50, Brygga, modifierbar, aktiv60, Snötippningsskydd, modifierbar, aktiv70, Stålklaffar, modifierbar, aktiv80, Bilramp, modifierbar, aktiv90, Avkörningsskydd, modifierbar, aktiv100, Rörlig matargång, modifierbar, aktiv110, Kranspår, modifierbar, aktiv120, Pollare, modifierbar, aktiv130, Förtöjningsbock, modifierbar, aktiv140, Förtöjningsring, modifierbar, aktiv150, Gästhamn, modifierbar, aktiv160, Pir, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Tätortskarta - Höjder,80611386-b594-46b9-91f6-d06cd0177a48,f54d2424-bd76-484d-a7b7-3481b5b4e955,"Tätortskarta - Höjder bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :451020, Höjdkurva RH00Undertyper10, 0.5 m, modifierbar, aktiv20, Jämn, modifierbar, aktiv30, Udda, modifierbar, aktiv40, 5 m, modifierbar, aktiv50, 10 m, modifierbar, aktiv60, Osäker, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Yrkeshögskola (ur Hitta Service API),5e0b9e83-60a4-4b5a-99c6-f635903aa757,26728239-dcc6-452f-93dc-a0e09ce35ccd,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Dagverksamhet (ur Hitta Service API),bf40eeaa-6e55-437f-be55-c753ec09c1cb,f37d9f42-a4c5-4c0c-968b-44b8ab905f71,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
